,Language,Query,GitHubUrl,code,relevance
940,Python,string to date,https://github.com/python-rope/rope/blob/1c9f9cd5964b099a99a9111e998f0dc728860688/rope/base/change.py#L94-L109,"def __str__(self): if self.time is not None: date = datetime.datetime.fromtimestamp(self.time) if date.date() == datetime.date.today(): string_date = 'today' elif date.date() == (datetime.date.today() - datetime.timedelta(1)): string_date = 'yesterday' elif date.year == datetime.date.today().year: string_date = date.strftime('%b %d') else: string_date = date.strftime('%d %b, %Y') string_time = date.strftime('%H:%M:%S') string_time = '%s %s ' % (string_date, string_time) return self.description + ' - ' + string_time return self.description",1
198,Python,string similarity levenshtein,https://github.com/apache/spark/blob/618d6bff71073c8c93501ab7392c3cc579730f0b/python/pyspark/sql/functions.py#L1634-L1643,"def levenshtein(left, right): """"""Computes the Levenshtein distance of the two given strings. >>> df0 = spark.createDataFrame([('kitten', 'sitting',)], ['l', 'r']) >>> df0.select(levenshtein('l', 'r').alias('d')).collect() [Row(d=3)] """""" sc = SparkContext._active_spark_context jc = sc._jvm.functions.levenshtein(_to_java_column(left), _to_java_column(right)) return Column(jc)",3
475,Python,string similarity levenshtein,https://github.com/mcs07/ChemDataExtractor/blob/349a3bea965f2073141d62043b89319222e46af1/chemdataextractor/text/__init__.py#L232-L258,"def levenshtein(s1, s2, allow_substring=False): """"""Return the Levenshtein distance between two strings. The Levenshtein distance (a.k.a ""edit difference"") is the number of characters that need to be substituted, inserted or deleted to transform s1 into s2. Setting the `allow_substring` parameter to True allows s1 to be a substring of s2, so that, for example, ""hello"" and ""hello there"" would have a distance of zero. :param string s1: The first string :param string s2: The second string :param bool allow_substring: Whether to allow s1 to be a substring of s2 :returns: Levenshtein distance. :rtype int """""" len1, len2 = len(s1), len(s2) lev = [] for i in range(len1 + 1): lev.append([0] * (len2 + 1)) for i in range(len1 + 1): lev[i][0] = i for j in range(len2 + 1): lev[0][j] = 0 if allow_substring else j for i in range(len1): for j in range(len2): lev[i + 1][j + 1] = min(lev[i][j + 1] + 1, lev[i + 1][j] + 1, lev[i][j] + (s1[i] != s2[j])) return min(lev[len1]) if allow_substring else lev[len1][len2]",3
640,Python,string similarity levenshtein,https://github.com/ChrisCummins/labm8/blob/dd10d67a757aefb180cb508f86696f99440c94f5/text.py#L137-L167,"def diff(s1, s2): """""" Return a normalised Levenshtein distance between two strings. Distance is normalised by dividing the Levenshtein distance of the two strings by the max(len(s1), len(s2)). Examples: >>> text.diff(""foo"", ""foo"") 0 >>> text.diff(""foo"", ""fooo"") 1 >>> text.diff(""foo"", """") 1 >>> text.diff(""1234"", ""1 34"") 1 Arguments: s1 (str): Argument A. s2 (str): Argument B. Returns: float: Normalised distance between the two strings. """""" return levenshtein(s1, s2) / max(len(s1), len(s2))",3
669,Python,string similarity levenshtein,https://github.com/tyiannak/pyAudioAnalysis/blob/e3da991e7247492deba50648a4c7c0f41e684af4/pyAudioAnalysis/audioVisualization.py#L32-L52,"def levenshtein(str1, s2): ''' Distance between two strings ''' N1 = len(str1) N2 = len(s2) stringRange = [range(N1 + 1)] * (N2 + 1) for i in range(N2 + 1): stringRange[i] = range(i,i + N1 + 1) for i in range(0,N2): for j in range(0,N1): if str1[j] == s2[i]: stringRange[i+1][j+1] = min(stringRange[i+1][j] + 1, stringRange[i][j+1] + 1, stringRange[i][j]) else: stringRange[i+1][j+1] = min(stringRange[i+1][j] + 1, stringRange[i][j+1] + 1, stringRange[i][j] + 1) return stringRange[N2][N1]",3
1171,Python,string similarity levenshtein,https://github.com/Games-and-Simulations/sc-docker/blob/1d7adb9b5839783655564afc4bbcd204a0055dcb/scbw/utils.py#L18-L37,"def levenshtein_dist(s1: str, s2: str) -> int: if len(s1) < len(s2): return levenshtein_dist(s2, s1) # len(s1) >= len(s2) if len(s2) == 0: return len(s1) previous_row = range(len(s2) + 1) for i, c1 in enumerate(s1): current_row = [i + 1] for j, c2 in enumerate(s2): # j+1 instead of j since previous_row and current_row are one character longer insertions = previous_row[j + 1] + 1 deletions = current_row[j] + 1 # than s2 substitutions = previous_row[j] + (c1 != c2) current_row.append(min(insertions, deletions, substitutions)) previous_row = current_row return previous_row[-1]",3
1269,Python,string similarity levenshtein,https://github.com/Shoobx/xmldiff/blob/ec7835bce9ba69ff4ce03ab6c11397183b6f8411/xmldiff/_diff_match_patch_py3.py#L1110-L1134,"def diff_levenshtein(self, diffs): """"""Compute the Levenshtein distance; the number of inserted, deleted or substituted characters. Args: diffs: Array of diff tuples. Returns: Number of changes. """""" levenshtein = 0 insertions = 0 deletions = 0 for (op, data) in diffs: if op == self.DIFF_INSERT: insertions += len(data) elif op == self.DIFF_DELETE: deletions += len(data) elif op == self.DIFF_EQUAL: # A deletion and an insertion is one substitution. levenshtein += max(insertions, deletions) insertions = 0 deletions = 0 levenshtein += max(insertions, deletions) return levenshtein",3
1543,Python,string similarity levenshtein,https://github.com/Lilykos/pyphonetics/blob/7f55cccc1135e6015520a895eb6859318a4b6111/pyphonetics/distance_metrics/levenshtein.py#L1-L29,"def levenshtein_distance(word1, word2): """""" Computes the Levenshtein distance. [Reference]: https://en.wikipedia.org/wiki/Levenshtein_distance [Article]: Levenshtein, Vladimir I. (February 1966). ""Binary codes capable of correcting deletions, insertions,and reversals"". Soviet Physics Doklady 10 (8): 707–710. [Implementation]: https://en.wikibooks.org/wiki/Algorithm_Implementation/Strings/Levenshtein_distance#Python """""" if len(word1) < len(word2): return levenshtein_distance(word2, word1) if len(word2) == 0: return len(word1) previous_row = list(range(len(word2) + 1)) for i, char1 in enumerate(word1): current_row = [i + 1] for j, char2 in enumerate(word2): insertions = previous_row[j + 1] + 1 deletions = current_row[j] + 1 substitutions = previous_row[j] + (char1 != char2) current_row.append(min(insertions, deletions, substitutions)) previous_row = current_row return previous_row[-1]",3
1903,Python,string similarity levenshtein,https://github.com/J535D165/recordlinkage/blob/87a5f4af904e0834047cd07ff1c70146b1e6d693/recordlinkage/algorithms/string.py#L52-L67,"def levenshtein_similarity(s1, s2): conc = pandas.Series(list(zip(s1, s2))) def levenshtein_apply(x): try: return 1 - jellyfish.levenshtein_distance(x[0], x[1]) \ / np.max([len(x[0]), len(x[1])]) except Exception as err: if pandas.isnull(x[0]) or pandas.isnull(x[1]): return np.nan else: raise err return conc.apply(levenshtein_apply)",2
566,Python,string similarity levenshtein,https://github.com/EventTeam/beliefs/blob/c07d22b61bebeede74a72800030dde770bf64208/src/beliefs/belief_utils.py#L143-L145,"def levenshtein_distance_metric(a, b): """""" 1 - farthest apart (same number of words, all diff). 0 - same"""""" return (levenshtein_distance(a, b) / (2.0 * max(len(a), len(b), 1)))",1
688,Python,string similarity levenshtein,https://github.com/SignalN/language/blob/5c50c78f65bcc2c999b44d530e7412185248352d/language/ngrams.py#L150-L151,"def word_similarity(s1, s2, n=3): return __similarity(s1, s2, word_ngrams, n=n)",1
1267,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/JoseAntFer/pyny3d/blob/fb81684935a24f7e50c975cb4383c81a63ab56df/pyny3d/utils.py#L8-L33,"def sort_numpy(array, col=0, order_back=False): """""" Sorts the columns for an entire ``ndarrray`` according to sorting one of them. :param array: Array to sort. :type array: ndarray :param col: Master column to sort. :type col: int :param order_back: If True, also returns the index to undo the new order. :type order_back: bool :returns: sorted_array or [sorted_array, order_back] :rtype: ndarray, list """""" x = array[:,col] sorted_index = np.argsort(x, kind = 'quicksort') sorted_array = array[sorted_index] if not order_back: return sorted_array else: n_points = sorted_index.shape[0] order_back = np.empty(n_points, dtype=int) order_back[sorted_index] = np.arange(n_points) return [sorted_array, order_back]",3
1832,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/loverajoel/sqlalchemy-elasticquery/blob/4c99b81f59e7bb20eaeedb3adbf5126e62bbc25c/sqlalchemy_elasticquery/elastic_query.py#L159-L167,"def sort(self, sort_list): """""" Sort """""" order = [] for sort in sort_list: if sort_list[sort] == ""asc"": order.append(asc(getattr(self.model, sort, None))) elif sort_list[sort] == ""desc"": order.append(desc(getattr(self.model, sort, None))) return order",3
324,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/ml31415/numpy-groupies/blob/0911e9c59b14e11319e82d0876056ad2a17e6568/numpy_groupies/aggregate_numpy.py#L181-L185,"def _sort(group_idx, a, size=None, fill_value=None, dtype=None, reverse=False): sortidx = np.lexsort((-a if reverse else a, group_idx)) # Reverse sorting back to into grouped order, but preserving groupwise sorting revidx = np.argsort(np.argsort(group_idx, kind='mergesort'), kind='mergesort') return a[sortidx][revidx]",2
1146,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/shawnbot/py-organ/blob/1663b0943dd9d35a43618b4914c839f7c07d7966/organ/__init__.py#L45-L52,"def multisorter(*sorts): def _sort(aa, bb): for sort in sorts: order = sort(aa, bb) if order != 0: return order return 0 return _sort",2
1977,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/google/prettytensor/blob/75daa0b11252590f548da5647addc0ea610c4c45/prettytensor/tutorial/data_utils.py#L82-L89,"def permute_data(arrays, random_state=None): """"""Permute multiple numpy arrays with the same order."""""" if any(len(a) != len(arrays[0]) for a in arrays): raise ValueError('All arrays must be the same length.') if not random_state: random_state = np.random order = random_state.permutation(len(arrays[0])) return [a[order] for a in arrays]",2
528,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/PiotrDabkowski/Js2Py/blob/c0fa43f5679cf91ca8986c5747fcb07a433dc584/js2py/internals/prototypes/jsarray.py#L157-L183,"def sort( this, args ): # todo: this assumes array continous (not sparse) - fix for sparse arrays cmpfn = get_arg(args, 0) if not GetClass(this) in ('Array', 'Arguments'): return to_object(this, args.space) # do nothing arr_len = js_arr_length(this) if not arr_len: return this arr = [ (this.get(unicode(e)) if this.has_property(unicode(e)) else None) for e in xrange(arr_len) ] if not is_callable(cmpfn): cmpfn = None cmp = lambda a, b: sort_compare(a, b, cmpfn) if six.PY3: key = functools.cmp_to_key(cmp) arr.sort(key=key) else: arr.sort(cmp=cmp) for i in xrange(arr_len): if arr[i] is None: this.delete(unicode(i)) else: this.put(unicode(i), arr[i]) return this",1
1388,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/radujica/baloo/blob/f6e05e35b73a75e8a300754c6bdc575e5f2d53b9/baloo/weld/weld_ops.py#L464-L491,"def _weld_sort(arrays, weld_types, ascending=True): obj_id, index_obj = create_weld_object(arrays[0]) index_obj.weld_code = 'len({})'.format(obj_id) # get indexes that will be sorted and returned index_column = weld_range(0, index_obj, 1) arrays.insert(0, index_column) weld_types.insert(0, WeldLong()) weld_obj_vec_of_struct = weld_arrays_to_vec_of_struct(arrays, weld_types) weld_obj = create_empty_weld_object() weld_obj_vec_of_struct_id = get_weld_obj_id(weld_obj, weld_obj_vec_of_struct) types = struct_of('{e}', weld_types) # TODO: update here when sorting on structs is possible ascending_sort_func = '{}'.format(', '.join(('e.${}'.format(i) for i in range(1, len(arrays))))) zero_literals = dict(enumerate([to_weld_literal(0, weld_type) for weld_type in weld_types])) descending_sort_func = '{}'.format(', '.join(('{} - e.${}'.format(zero_literals[i], i) for i in range(1, len(arrays))))) sort_func = ascending_sort_func if ascending else descending_sort_func weld_template = 'sort({struct}, |e: {types}| {sort_func})' weld_obj.weld_code = weld_template.format(struct=weld_obj_vec_of_struct_id, types=types, sort_func=sort_func) return weld_obj",1
1811,Python,sorting multiple arrays based on another arrays sorted order,https://github.com/pandas-dev/pandas/blob/9feb3ad92cc0397a04b665803a49299ee7aa1037/pandas/core/indexes/multi.py#L292-L350,"def from_arrays(cls, arrays, sortorder=None, names=None): """""" Convert arrays to MultiIndex. Parameters ---------- arrays : list / sequence of array-likes Each array-like gives one level's value for each data point. len(arrays) is the number of levels. sortorder : int or None Level of sortedness (must be lexicographically sorted by that level). names : list / sequence of str, optional Names for the levels in the index. Returns ------- index : MultiIndex See Also -------- MultiIndex.from_tuples : Convert list of tuples to MultiIndex. MultiIndex.from_product : Make a MultiIndex from cartesian product of iterables. MultiIndex.from_frame : Make a MultiIndex from a DataFrame. Examples -------- >>> arrays = [[1, 1, 2, 2], ['red', 'blue', 'red', 'blue']] >>> pd.MultiIndex.from_arrays(arrays, names=('number', 'color')) MultiIndex(levels=[[1, 2], ['blue', 'red']], codes=[[0, 0, 1, 1], [1, 0, 1, 0]], names=['number', 'color']) """""" error_msg = ""Input must be a list / sequence of array-likes."" if not is_list_like(arrays): raise TypeError(error_msg) elif is_iterator(arrays): arrays = list(arrays) # Check if elements of array are list-like for array in arrays: if not is_list_like(array): raise TypeError(error_msg) # Check if lengths of all arrays are equal or not, # raise ValueError, if not for i in range(1, len(arrays)): if len(arrays[i]) != len(arrays[i - 1]): raise ValueError('all arrays must be same length') from pandas.core.arrays.categorical import _factorize_from_iterables codes, levels = _factorize_from_iterables(arrays) if names is None: names = [getattr(arr, ""name"", None) for arr in arrays] return MultiIndex(levels=levels, codes=codes, sortorder=sortorder, names=names, verify_integrity=False)",1
